era,leg,region,R9bin,eta_lo,eta_hi,et_lo,et_hi,variant,eff,err_lo,err_hi
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.99932,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.99973,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.99916,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.99909,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.99946,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.99945,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,0.0,21.0,bwDscbCms,0.97996,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,0.0,21.0,bwDscbExp,0.98104,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,21.0,25.0,bwDscbCms,0.9926,0.001,0.00141
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,21.0,25.0,bwDscbExp,0.9932,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,25.0,28.0,bwDscbCms,0.9974,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,25.0,28.0,bwDscbExp,0.99883,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,28.0,31.0,bwDscbCms,0.99875,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,28.0,31.0,bwDscbExp,0.99934,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,31.0,35.0,bwDscbCms,0.99941,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,31.0,35.0,bwDscbExp,0.99941,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,35.0,40.0,bwDscbCms,0.99973,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,35.0,40.0,bwDscbExp,0.99975,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.99993,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.99991,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.99985,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.99988,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.99982,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.99978,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.99984,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.99977,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.99979,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.99973,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.99975,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.99971,0.001,0.001
