era,leg,region,R9bin,eta_lo,eta_hi,et_lo,et_hi,variant,eff,err_lo,err_hi
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,31.0,35.0,bwDscbCms,0.99982,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,31.0,35.0,bwDscbExp,0.99942,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,35.0,40.0,bwDscbCms,0.99974,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,35.0,40.0,bwDscbExp,0.99975,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.99993,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.99991,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.99986,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.99989,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.9998,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.99978,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.9999,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.99978,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.99983,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.99973,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.99974,0.001,0.001
etaR9rw_noPresel_fullPath,unseed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.99971,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,0.0,35.0,bwDscbCms,0.86849,0.00402,0.00379
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,0.0,35.0,bwDscbExp,0.85521,0.00141,0.00131
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,35.0,37.0,bwDscbCms,0.94246,0.00116,0.00115
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,35.0,37.0,bwDscbExp,0.94251,0.00123,0.00123
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,37.0,40.0,bwDscbCms,0.95192,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,37.0,40.0,bwDscbExp,0.95193,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbCms,0.95479,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbExp,0.95478,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbCms,0.95665,0.001,0.00118
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbExp,0.95654,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbCms,0.95934,0.00368,0.00464
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbExp,0.96006,0.00129,0.00127
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbCms,0.97056,0.00601,0.00383
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbExp,0.97001,0.00959,0.00361
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbCms,0.97529,0.00493,0.00495
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbExp,0.98261,0.0052,0.0052
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbCms,0.98301,0.00919,0.0092
etaR9rw_withPresel_fullPath,seed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbExp,0.98255,0.00889,0.00891
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,0.0,35.0,bwDscbCms,0.89271,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,0.0,35.0,bwDscbExp,0.88279,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,35.0,37.0,bwDscbCms,0.95628,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,35.0,37.0,bwDscbExp,0.95629,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,37.0,40.0,bwDscbCms,0.96234,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,37.0,40.0,bwDscbExp,0.96234,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.96546,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.96547,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.96773,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.96763,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.96881,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.97067,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.97816,0.00264,0.00264
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.97791,0.00114,0.00109
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.98423,0.00242,0.00243
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.98308,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.99282,0.00133,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.99257,0.0011,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,0.0,35.0,bwDscbCms,0.89648,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,0.0,35.0,bwDscbExp,0.88647,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,35.0,37.0,bwDscbCms,0.9412,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,35.0,37.0,bwDscbExp,0.9412,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,37.0,40.0,bwDscbCms,0.94764,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,37.0,40.0,bwDscbExp,0.94764,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.9535,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.9535,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.96018,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.96013,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.96851,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.96763,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.97618,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.97578,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.98641,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.98575,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.9933,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.99306,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,0.0,35.0,bwDscbCms,0.91131,0.01322,0.00452
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,0.0,35.0,bwDscbExp,0.89069,0.00215,0.00145
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,35.0,37.0,bwDscbCms,0.96433,0.00107,0.00164
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,35.0,37.0,bwDscbExp,0.96416,0.00111,0.00108
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,37.0,40.0,bwDscbCms,0.97037,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,37.0,40.0,bwDscbExp,0.97023,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.97698,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.97689,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.98384,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.98373,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.9828,0.00194,0.00518
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.98399,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.9876,0.00251,0.00287
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.98805,0.00257,0.00206
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.99283,0.0019,0.00194
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.99197,0.00215,0.00215
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.99777,0.00127,0.00127
etaR9rw_withPresel_fullPath,seed,EE,R9_0p90to0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.99699,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,0.0,35.0,bwDscbCms,0.92866,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,0.0,35.0,bwDscbExp,0.91477,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,35.0,37.0,bwDscbCms,0.97,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,35.0,37.0,bwDscbExp,0.9692,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,37.0,40.0,bwDscbCms,0.9728,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,37.0,40.0,bwDscbExp,0.97267,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.97606,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.97598,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.97714,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.97739,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.97712,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.97746,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbCms,0.98478,0.00188,0.00261
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,60.0,70.0,bwDscbExp,0.98268,0.001,0.00121
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbCms,0.98618,0.001,0.00115
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,70.0,90.0,bwDscbExp,0.98627,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbCms,0.98964,0.001,0.001
etaR9rw_withPresel_fullPath,seed,EE,R9gt0p93,1.566,2.5,90.0,999999.0,bwDscbExp,0.98864,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,0.0,21.0,bwDscbCms,0.98864,0.00581,0.00479
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,0.0,21.0,bwDscbExp,0.98698,0.0043,0.00645
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,21.0,25.0,bwDscbCms,0.99634,0.00174,0.00174
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,21.0,25.0,bwDscbExp,0.99753,0.001,0.00105
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,25.0,28.0,bwDscbCms,0.99805,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,25.0,28.0,bwDscbExp,0.99893,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,28.0,31.0,bwDscbCms,0.99921,0.00137,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,28.0,31.0,bwDscbExp,0.99889,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,31.0,35.0,bwDscbCms,0.99978,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,31.0,35.0,bwDscbExp,0.9989,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,35.0,40.0,bwDscbCms,0.99939,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,35.0,40.0,bwDscbExp,0.99939,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbCms,0.99984,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,40.0,45.0,bwDscbExp,0.99985,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbCms,0.99969,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,45.0,50.0,bwDscbExp,0.99969,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbCms,0.99953,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,50.0,60.0,bwDscbExp,0.99931,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbCms,0.9981,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,60.0,70.0,bwDscbExp,0.99803,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbCms,0.99775,0.00151,0.00151
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,70.0,90.0,bwDscbExp,0.99777,0.00149,0.00149
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbCms,0.99062,0.00404,0.00405
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p50to0p55,0.0,1.444,90.0,999999.0,bwDscbExp,0.99089,0.00454,0.00469
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,0.0,21.0,bwDscbCms,0.99242,0.0012,0.00235
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,0.0,21.0,bwDscbExp,0.99078,0.00132,0.00227
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,21.0,25.0,bwDscbCms,0.99753,0.00108,0.00113
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,21.0,25.0,bwDscbExp,0.99924,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,25.0,28.0,bwDscbCms,0.99875,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,25.0,28.0,bwDscbExp,0.99921,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,28.0,31.0,bwDscbCms,0.99924,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,28.0,31.0,bwDscbExp,0.99947,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,31.0,35.0,bwDscbCms,0.99966,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,31.0,35.0,bwDscbExp,0.99947,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,35.0,40.0,bwDscbCms,0.99976,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,35.0,40.0,bwDscbExp,0.99976,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.99989,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.99984,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.99982,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.99982,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.9997,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.99977,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.99921,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.99925,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.9994,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.99931,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.99915,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9_0p55to0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.99964,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,0.0,21.0,bwDscbCms,0.9917,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,0.0,21.0,bwDscbExp,0.99384,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,21.0,25.0,bwDscbCms,0.9972,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,21.0,25.0,bwDscbExp,0.99745,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,25.0,28.0,bwDscbCms,0.99838,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,25.0,28.0,bwDscbExp,0.99938,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,28.0,31.0,bwDscbCms,0.99912,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,28.0,31.0,bwDscbExp,0.99943,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,31.0,35.0,bwDscbCms,0.99962,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,31.0,35.0,bwDscbExp,0.99955,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,35.0,40.0,bwDscbCms,0.99985,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,35.0,40.0,bwDscbExp,0.99977,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbCms,0.9999,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,40.0,45.0,bwDscbExp,0.99987,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbCms,0.99987,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,45.0,50.0,bwDscbExp,0.99988,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbCms,0.99975,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,50.0,60.0,bwDscbExp,0.99981,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbCms,0.99944,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,60.0,70.0,bwDscbExp,0.99952,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbCms,0.99962,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,70.0,90.0,bwDscbExp,0.9995,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbCms,0.99958,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EB,R9gt0p85,0.0,1.444,90.0,999999.0,bwDscbExp,0.99972,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,0.0,21.0,bwDscbCms,0.97896,0.00278,0.00989
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,0.0,21.0,bwDscbExp,0.9767,0.00557,0.01033
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,21.0,25.0,bwDscbCms,0.99097,0.00134,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,21.0,25.0,bwDscbExp,0.99356,0.00118,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,25.0,28.0,bwDscbCms,0.99684,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,25.0,28.0,bwDscbExp,0.99712,0.00138,0.00144
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,28.0,31.0,bwDscbCms,0.99787,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,28.0,31.0,bwDscbExp,0.99831,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,31.0,35.0,bwDscbCms,0.99894,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,31.0,35.0,bwDscbExp,0.99895,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,35.0,40.0,bwDscbCms,0.99967,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,35.0,40.0,bwDscbExp,0.99957,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbCms,0.99984,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,40.0,45.0,bwDscbExp,0.99966,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbCms,0.99986,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,45.0,50.0,bwDscbExp,0.9998,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbCms,0.9993,0.001,0.001
etaR9rw_withPresel_fullPath,unseed,EE,R9_0p90to0p93,1.566,2.5,50.0,60.0,bwDscbExp,0.99957,0.001,0.001
